type,price,qty,status,operation,balance,orderId,orderLinkId,profit_loss
buy,0.1590296495957091,5.0,ok,268,1.82350670 ETH,1709002502990725632,1709002502990725633,0.0
sell,0.307277628032466,0.001,ok,269,1.82250670 ETH,1709002509047300608,1709002509047300609,0.1482479784367569
buy,0.1590296495957091,5.0,ok,270,1.82390558 ETH,1709002513501651456,1709002513501651457,0.0
buy,0.1590296495957091,5.0,ok,271,1.82530446 ETH,1709002517578514944,1709002517578514945,0.0
buy,0.3045822102426427,5.0,ok,272,1.82670334 ETH,1709002562986050048,1709002562986050049,0.0
buy,0.3962264150944747,5.0,ok,273,1.82810222 ETH,1709002567054524928,1709002567054524929,0.0
sell,0.3045822102426427,0.001,ok,274,1.82710222 ETH,1709002573111099904,1709002573111099905,-0.091644204851832
sell,0.3045822102426427,0.001,ok,275,1.82610222 ETH,1709002579226395136,1709002579226395137,-0.091644204851832
buy,0.307277628032466,5.0,ok,276,1.82750110 ETH,1709002583286481408,1709002583286481409,0.0
sell,0.3045822102426427,0.001,ok,277,1.82650110 ETH,1709002589384999424,1709002589384999425,-0.0026954177898232956
buy,0.307277628032466,5.0,ok,278,1.82789998 ETH,1709002593394754048,1709002593394754049,0.0
buy,0.307277628032466,5.0,ok,279,1.82929886 ETH,1709002597463228928,1709002597463228929,0.0
buy,0.5229110512129864,5.0,ok,280,1.83069774 ETH,1709002601523315200,1709002601523315201,0.0
buy,0.5202156334232768,5.0,ok,281,1.83209662 ETH,1709002605558235648,1709002605558235649,0.0
sell,0.5202156334232768,0.001,ok,282,1.83109662 ETH,1709002656409977344,1709002656409977345,0.0
buy,0.5202156334232768,5.0,ok,283,1.83249550 ETH,1709002660419731968,1709002660419731969,0.0
sell,0.956873315363964,0.001,ok,284,1.83149550 ETH,1709002666526638592,1709002666526638593,0.4366576819406872
sell,0.962264150943497,0.001,ok,285,1.83049550 ETH,1709002672516104704,1709002672516104705,0.44204851752022023
sell,0.962264150943497,0.001,ok,286,1.82949550 ETH,1709002679059218944,1709002679059218945,0.44204851752022023
sell,0.962264150943497,0.001,ok,287,1.82849550 ETH,1709002685140959744,1709002685140959745,0.44204851752022023
buy,0.962264150943497,5.0,ok,288,1.82989438 ETH,1709002689192657408,1709002689192657409,0.0
buy,0.962264150943497,5.0,ok,289,1.83129326 ETH,1709002693227577856,1709002693227577857,0.0
sell,0.9973045822102904,0.001,ok,290,1.83029326 ETH,1709002699267375616,1709002699267375617,0.03504043126679335
sell,0.9973045822102904,0.001,ok,291,1.82929326 ETH,1709002705323950592,1709002705323950593,0.03504043126679335
buy,0.9973045822102904,5.0,ok,292,1.83069214 ETH,1709002749783572992,1709002749783572993,0.0
sell,1.0,0.001,ok,293,1.82969214 ETH,1709002755873702400,1709002755873702401,0.0026954177897096088
buy,1.0,5.0,ok,294,1.83109102 ETH,1709002759891845632,1709002759891845633,0.0
buy,0.983827493261515,5.0,ok,295,1.83248990 ETH,1709002763926766080,1709002763926766081,0.0
sell,0.9865229110513384,0.001,ok,296,1.83148990 ETH,1709002769991729664,1709002769991729665,0.0026954177898234066
buy,0.6981132075471805,5.0,ok,297,1.83288878 ETH,1709002774085370368,1709002774085370369,0.0
buy,0.9865229110513384,5.0,ok,298,1.83428766 ETH,1709002778145456640,1709002778145456641,0.0
sell,0.9865229110513384,0.001,ok,299,1.83328766 ETH,1709002784453689856,1709002784453689857,0.0
buy,0.9865229110513384,5.0,ok,300,1.83468654 ETH,1709002788488610304,1709002788488610305,0.0
buy,0.2318059299192327,5.0,ok,301,1.83608542 ETH,1709002792523530752,1709002792523530753,0.0
sell,0.2318059299192327,0.001,ok,302,1.83508542 ETH,1709002838862201344,1709002838862201345,0.0
buy,0.2318059299192327,5.0,ok,303,1.83648430 ETH,1709002842897121792,1709002842897121793,0.0
sell,0.2318059299192327,0.001,ok,304,1.83548430 ETH,1709002848936919552,1709002848936919553,0.0
sell,0.2371967654986519,0.001,ok,305,1.83448430 ETH,1709002855370981888,1709002855370981889,0.00539083557941919
sell,0.0,0.001,ok,306,1.83348430 ETH,1709002861461111296,1709002861461111297,-0.2318059299192327
sell,0.2371967654986519,0.001,ok,307,1.83248430 ETH,1709002867660292608,1709002867660292609,0.00539083557941919
buy,0.2371967654986519,5.0,ok,308,1.83388318 ETH,1709002871711990272,1709002871711990273,0.0
sell,0.0026954177898232,0.001,ok,309,1.83288318 ETH,1709002877743399424,1709002877751788032,-0.2345013477088287
sell,0.0026954177898232,0.001,ok,310,1.83188318 ETH,1709002883850306048,1709002883858694656,-0.2345013477088287
buy,0.0026954177898232,5.0,ok,311,1.83328206 ETH,1709002887860060672,1709002887860060673,0.0
buy,0.0026954177898232,5.0,ok,312,1.83468094 ETH,1709002932588118528,1709002932588118529,0.0
sell,0.0,0.001,ok,313,1.83368094 ETH,1709002941974970880,1709002941974970881,-0.0026954177898232
buy,0.0,5.0,ok,314,1.83507982 ETH,1709002945926005248,1709002945926005249,0.0
sell,0.0053908355795329,0.001,ok,315,1.83407982 ETH,1709002952200684032,1709002952200684033,0.0053908355795329
buy,0.0053908355795329,5.0,ok,316,1.83547870 ETH,1709002956143329792,1709002956143329793,0.0
buy,0.0053908355795329,5.0,ok,317,1.83687758 ETH,1709002960220193280,1709002960220193281,0.0
buy,0.0053908355795329,5.0,ok,318,1.83827646 ETH,1709002964523549184,1709002964523549185,0.0
buy,0.1590296495957091,5.0,ok,319,1.83967534 ETH,1709002969045008896,1709002969045008897,0.0
buy,0.307277628032466,5.0,ok,320,1.84107422 ETH,1709002973096706560,1709002973096706561,0.0
buy,0.1590296495957091,5.0,ok,321,1.84247310 ETH,1709002977500725760,1709002977500725761,0.0
sell,0.1590296495957091,0.001,ok,322,1.84147310 ETH,1709003023730344448,1709003023730344449,0.0
sell,0.3045822102426427,0.001,ok,323,1.84047310 ETH,1709003033133974016,1709003033133974017,0.14555256064693362
sell,0.3962264150944747,0.001,ok,324,1.83947310 ETH,1709003039064719872,1709003039064719873,0.23719676549876562
buy,0.3045822102426427,5.0,ok,325,1.84087198 ETH,1709003043418407424,1709003043418407425,0.0
buy,0.3045822102426427,5.0,ok,326,1.84227086 ETH,1709003047335887360,1709003047335887361,0.0
buy,0.307277628032466,5.0,ok,327,1.84366974 ETH,1709003051295310336,1709003051295310337,0.0
buy,0.3045822102426427,5.0,ok,328,1.84506862 ETH,1709003055271510528,1709003055271510529,0.0
sell,0.307277628032466,0.001,ok,329,1.84406862 ETH,1709003061202256384,1709003061202256385,0.0026954177898232956
sell,0.307277628032466,0.001,ok,330,1.84306862 ETH,1709003067116225024,1709003067116225025,0.0026954177898232956
sell,0.5229110512129864,0.001,ok,331,1.84206862 ETH,1709003076570186240,1709003076570186241,0.21832884097034372
buy,0.5202156334232768,5.0,ok,332,1.84346750 ETH,1709003121096917504,1709003121096917505,0.0
buy,0.5202156334232768,5.0,ok,333,1.84486638 ETH,1709003128957043200,1709003128957043201,0.0
buy,0.5202156334232768,5.0,ok,334,1.84626526 ETH,1709003132941632000,1709003132950020608,0.0
sell,0.956873315363964,0.001,ok,335,1.84526526 ETH,1709003138922709504,1709003138931098112,0.4366576819406872
buy,0.962264150943497,5.0,ok,336,1.84666414 ETH,1709003143268008448,1709003143268008449,0.0
buy,0.962264150943497,5.0,ok,337,1.84806302 ETH,1709003147260985856,1709003147260985857,0.0
buy,0.962264150943497,5.0,ok,338,1.84946190 ETH,1709003151220408832,1709003151220408833,0.0
sell,0.962264150943497,0.001,ok,339,1.84846190 ETH,1709003157167931904,1709003157167931905,0.0
sell,0.962264150943497,0.001,ok,340,1.84746190 ETH,1709003163123843584,1709003163123843585,0.0
sell,0.9973045822102904,0.001,ok,341,1.84646190 ETH,1709003169079755264,1709003169079755265,0.03504043126679335
sell,0.9973045822102904,0.001,ok,342,1.84546190 ETH,1709003219394626048,1709003219394626049,0.03504043126679335
sell,0.9973045822102904,0.001,ok,343,1.84446190 ETH,1709003225560252928,1709003225560252929,0.03504043126679335
sell,1.0,0.001,ok,344,1.84346190 ETH,1709003235173597696,1709003235173597697,0.03773584905650296
buy,1.0,5.0,ok,345,1.84486078 ETH,1709003239200129536,1709003239200129537,0.0
sell,0.983827493261515,0.001,ok,346,1.84386078 ETH,1709003245315424768,1709003245315424769,-0.016172506738485026
buy,0.9865229110513384,5.0,ok,347,1.84525966 ETH,1709003249333568000,1709003249333568001,0.0
sell,0.6981132075471805,0.001,ok,348,1.84425966 ETH,1709003255356588544,1709003255356588545,-0.28840970350415784
sell,0.9865229110513384,0.001,ok,349,1.84325966 ETH,1709003261396386304,1709003261396386305,0.0
sell,0.9865229110513384,0.001,ok,350,1.84225966 ETH,1709003267394241024,1709003267394241025,0.0
buy,0.2318059299192327,5.0,ok,351,1.84365854 ETH,1709003271403995648,1709003271412384256,0.0
buy,0.2318059299192327,5.0,ok,352,1.84505742 ETH,1709003320762565120,1709003320762565121,0.0
buy,0.2318059299192327,5.0,ok,353,1.84645630 ETH,1709003328329089536,1709003328329089537,0.0
buy,0.2318059299192327,5.0,ok,354,1.84785518 ETH,1709003335878836736,1709003335878836737,0.0
buy,0.2371967654986519,5.0,ok,355,1.84925406 ETH,1709003339938923008,1709003339938923009,0.0
buy,0.0,5.0,ok,356,1.85065294 ETH,1709003343923511808,1709003343923511809,0.0
sell,0.2371967654986519,0.001,ok,357,1.84965294 ETH,1709003350013641216,1709003350013641217,0.2371967654986519
sell,0.2371967654986519,0.001,ok,358,1.84865294 ETH,1709003356137325056,1709003356137325057,0.2371967654986519
buy,0.0026954177898232,5.0,ok,359,1.85005182 ETH,1709003360222577152,1709003360222577153,0.0
buy,0.0026954177898232,5.0,ok,360,1.85145070 ETH,1709003364282663424,1709003364282663425,0.0
sell,0.0026954177898232,0.001,ok,361,1.85045070 ETH,1709003370330849792,1709003370330849793,0.0
sell,0.0026954177898232,0.001,ok,362,1.84945070 ETH,1709003425502724608,1709003425502724609,0.0
buy,0.0,5.0,ok,363,1.85084958 ETH,1709003429453758976,1709003429453758977,0.0
buy,0.0,5.0,ok,364,1.85224846 ETH,1709003433488679424,1709003433488679425,0.0
buy,0.0053908355795329,5.0,ok,365,1.85364734 ETH,1709003437557154304,1709003437557154305,0.0
buy,0.0053908355795329,5.0,ok,366,1.85504622 ETH,1709003441558520320,1709003441558520321,0.0
buy,0.0053908355795329,5.0,ok,367,1.85644510 ETH,1709003445635383808,1709003445635383809,0.0
sell,0.0053908355795329,0.001,ok,368,1.85544510 ETH,1709003451717124608,1709003451717124609,0.0
buy,0.1590296495957091,5.0,ok,369,1.85684398 ETH,1709003455676547584,1709003455676547585,0.0
buy,0.307277628032466,5.0,ok,370,1.85824286 ETH,1709003460223173120,1709003460223173121,0.0
sell,0.1590296495957091,0.001,ok,371,1.85724286 ETH,1709003466330079744,1709003466330079745,-0.1482479784367569
sell,0.1590296495957091,0.001,ok,372,1.85624286 ETH,1709003518029070848,1709003518029070849,-0.1482479784367569
sell,0.3045822102426427,0.001,ok,373,1.85524286 ETH,1709003524119200256,1709003524127588864,-0.0026954177898232956
sell,0.3962264150944747,0.001,ok,374,1.85424286 ETH,1709003530150609408,1709003530150609409,0.0889487870620087
sell,0.3045822102426427,0.001,ok,375,1.85324286 ETH,1709003536207184384,1709003536207184385,-0.0026954177898232956
buy,0.3045822102426427,5.0,ok,376,1.85464174 ETH,1709003540737032704,1709003540737032705,0.0
sell,0.307277628032466,0.001,ok,377,1.85364174 ETH,1709003546818773504,1709003546818773505,0.0026954177898232956
buy,0.3045822102426427,5.0,ok,378,1.85504062 ETH,1709003550828528128,1709003550828528129,0.0
buy,0.307277628032466,5.0,ok,379,1.85643950 ETH,1709003554880225792,1709003554880225793,0.0
sell,0.307277628032466,0.001,ok,380,1.85543950 ETH,1709003560886469120,1709003560886469121,0.0
sell,0.5229110512129864,0.001,ok,381,1.85443950 ETH,1709003566926266880,1709003566926266881,0.21563342318052042
sell,0.5202156334232768,0.001,ok,382,1.85343950 ETH,1709003624581169664,1709003624581169665,0.21293800539081081
sell,0.5202156334232768,0.001,ok,383,1.85243950 ETH,1709003630587412992,1709003630587412993,0.21293800539081081
buy,0.5202156334232768,5.0,ok,384,1.85383838 ETH,1709003638044885504,1709003638044885505,0.0
sell,0.956873315363964,0.001,ok,385,1.85283838 ETH,1709003644042740224,1709003644042740225,0.4366576819406872
sell,0.962264150943497,0.001,ok,386,1.85183838 ETH,1709003649981874688,1709003649981874689,0.44204851752022023
buy,0.962264150943497,5.0,ok,387,1.85323726 ETH,1709003654016795136,1709003654016795137,0.0
buy,0.962264150943497,5.0,ok,388,1.85463614 ETH,1709003658001383936,1709003658001383937,0.0
sell,0.962264150943497,0.001,ok,389,1.85363614 ETH,1709003664007627264,1709003664007627265,0.0
sell,0.962264150943497,0.001,ok,390,1.85263614 ETH,1709003670064202240,1709003670064202241,0.0
sell,0.9973045822102904,0.001,ok,391,1.85163614 ETH,1709003676062056960,1709003676062056961,0.03504043126679335
sell,0.9973045822102904,0.001,ok,392,1.85063614 ETH,1709003727735882240,1709003727735882241,0.03504043126679335
buy,0.9973045822102904,5.0,ok,393,1.85203502 ETH,1709003731737248256,1709003731737248257,0.0
buy,1.0,5.0,ok,394,1.85343390 ETH,1709003735730225664,1709003735730225665,0.0
buy,1.0,5.0,ok,395,1.85483278 ETH,1709003739790311936,1709003739790311937,0.0
buy,0.983827493261515,5.0,ok,396,1.85623166 ETH,1709003743816843776,1709003743816843777,0.0
buy,0.9865229110513384,5.0,ok,397,1.85763054 ETH,1709003747809821184,1709003747809821185,0.0
buy,0.6981132075471805,5.0,ok,398,1.85902942 ETH,1709003751869907456,1709003751869907457,0.0
sell,0.9865229110513384,0.001,ok,399,1.85802942 ETH,1709003758312358400,1709003758312358401,0.28840970350415784
buy,0.9865229110513384,5.0,ok,400,1.85942830 ETH,1709003762280169984,1709003762280169985,0.0
buy,0.2318059299192327,5.0,ok,401,1.86082718 ETH,1709003766247981568,1709003766247981569,0.0
buy,0.2318059299192327,5.0,ok,402,1.86222606 ETH,1709003820077679104,1709003820077679105,0.0
sell,0.2318059299192327,0.001,ok,403,1.86122606 ETH,1709003826100699648,1709003826100699649,0.0
buy,0.2318059299192327,5.0,ok,404,1.86262494 ETH,1709003830093677056,1709003830093677057,0.0
sell,0.2371967654986519,0.001,ok,405,1.86162494 ETH,1709003836041200128,1709003836041200129,0.00539083557941919
buy,0.0,5.0,ok,406,1.86302382 ETH,1709003840025788928,1709003840025788929,0.0
sell,0.2371967654986519,0.001,ok,407,1.86202382 ETH,1709003845964923392,1709003845964923393,0.2371967654986519
buy,0.2371967654986519,5.0,ok,408,1.86342270 ETH,1709003849882403328,1709003849882403329,0.0
sell,0.0026954177898232,0.001,ok,409,1.86242270 ETH,1709003855888646656,1709003855888646657,-0.2345013477088287
sell,0.0026954177898232,0.001,ok,410,1.86142270 ETH,1709003861819392512,1709003861827781120,-0.2345013477088287
buy,0.0026954177898232,5.0,ok,411,1.86282158 ETH,1709003865787204096,1709003865787204097,0.0
sell,0.0026954177898232,0.001,ok,412,1.86182158 ETH,1709003918727709184,1709003918727709185,0.0
buy,0.0,5.0,ok,413,1.86322046 ETH,1709003922670354944,1709003922670354945,0.0
buy,0.0,5.0,ok,414,1.86461934 ETH,1709003926545891840,1709003926545891841,0.0
buy,0.0053908355795329,5.0,ok,415,1.86601822 ETH,1709003930480148992,1709003930480148993,0.0
buy,0.0053908355795329,5.0,ok,416,1.86741710 ETH,1709003934397628928,1709003934397628929,0.0
buy,0.0053908355795329,5.0,ok,417,1.86881598 ETH,1709003938432549376,1709003938432549377,0.0
sell,0.0053908355795329,0.001,ok,418,1.86781598 ETH,1709003945042772480,1709003945042772481,0.0
buy,0.1590296495957091,5.0,ok,419,1.86921486 ETH,1709003948985418240,1709003948985418241,0.0
sell,0.307277628032466,0.001,ok,420,1.86821486 ETH,1709003955268485632,1709003955268485633,0.1482479784367569
sell,0.1590296495957091,0.001,ok,421,1.86721486 ETH,1709003961081790976,1709003961081790977,0.0
buy,0.1590296495957091,5.0,ok,422,1.86861374 ETH,1709004009869935104,1709004009869935105,0.0
buy,0.3045822102426427,5.0,ok,423,1.87001262 ETH,1709004014190068224,1709004014190068225,0.0
buy,0.3962264150944747,5.0,ok,424,1.87141150 ETH,1709004018510201344,1709004018510201345,0.0
buy,0.3045822102426427,5.0,ok,425,1.87281038 ETH,1709004022855500288,1709004022855500289,0.0
buy,0.3045822102426427,5.0,ok,426,1.87420926 ETH,1709004026747814400,1709004026747814401,0.0
buy,0.307277628032466,5.0,ok,427,1.87560814 ETH,1709004030656905728,1709004030656905729,0.0
buy,0.3045822102426427,5.0,ok,428,1.87700702 ETH,1709004034977038848,1709004034977038849,0.0
buy,0.307277628032466,5.0,ok,429,1.87840590 ETH,1709004039305560576,1709004039305560577,0.0
buy,0.307277628032466,5.0,ok,430,1.87980478 ETH,1709004043197874688,1709004043197874689,0.0
buy,0.5229110512129864,5.0,ok,431,1.88120366 ETH,1709004047065022976,1709004047065022977,0.0
buy,0.5202156334232768,5.0,ok,432,1.88260254 ETH,1709004096289374720,1709004096289374721,0.0
sell,0.5202156334232768,0.001,ok,433,1.88160254 ETH,1709004105969828352,1709004105969828353,0.0
buy,0.5202156334232768,5.0,ok,434,1.88300142 ETH,1709004110373847552,1709004110373847553,0.0
buy,0.956873315363964,5.0,ok,435,1.88440030 ETH,1709004114844975616,1709004114844975617,0.0
buy,0.962264150943497,5.0,ok,436,1.88579918 ETH,1709004119509041664,1709004119509041665,0.0
buy,0.962264150943497,5.0,ok,437,1.88719806 ETH,1709004123560739328,1709004123560739329,0.0
buy,0.962264150943497,5.0,ok,438,1.88859694 ETH,1709004127662768640,1709004127662768641,0.0
sell,0.962264150943497,0.001,ok,439,1.88759694 ETH,1709004137217393152,1709004137217393153,0.0
sell,0.962264150943497,0.001,ok,440,1.88659694 ETH,1709004143290745344,1709004143299133952,0.0
sell,0.9973045822102904,0.001,ok,441,1.88559694 ETH,1709004149397651968,1709004149397651969,0.03504043126679335
sell,0.9973045822102904,0.001,ok,442,1.88459694 ETH,1709004195962814976,1709004195962814977,0.03504043126679335
buy,0.9973045822102904,5.0,ok,443,1.88599582 ETH,1709004203864883712,1709004203873272320,0.0
sell,1.0,0.001,ok,444,1.88499582 ETH,1709004209913070080,1709004209913070081,0.0026954177897096088
buy,1.0,5.0,ok,445,1.88639470 ETH,1709004214434529792,1709004214434529793,0.0
sell,0.983827493261515,0.001,ok,446,1.88539470 ETH,1709004220457550336,1709004220457550337,-0.016172506738485026
sell,0.9865229110513384,0.001,ok,447,1.88439470 ETH,1709004226472182272,1709004226472182273,-0.01347708894866162
buy,0.6981132075471805,5.0,ok,448,1.88579358 ETH,1709004230951698944,1709004230951698945,0.0
sell,0.9865229110513384,0.001,ok,449,1.88479358 ETH,1709004237066994176,1709004237066994177,0.28840970350415784
buy,0.9865229110513384,5.0,ok,450,1.88619246 ETH,1709004241538122240,1709004241538122241,0.0
sell,0.2318059299192327,0.001,ok,451,1.88519246 ETH,1709004247611474432,1709004247611474433,-0.7547169811321057
sell,0.2318059299192327,0.001,ok,452,1.88419246 ETH,1709004297691464192,1709004297691464193,-0.7547169811321057
sell,0.2318059299192327,0.001,ok,453,1.88319246 ETH,1709004303680930304,1709004303680930305,-0.7547169811321057
sell,0.2318059299192327,0.001,ok,454,1.88219246 ETH,1709004310131769856,1709004310131769857,-0.7547169811321057
buy,0.2371967654986519,5.0,ok,455,1.88359134 ETH,1709004314133135872,1709004314133135873,0.0
sell,0.0,0.001,ok,456,1.88259134 ETH,1709004320122601984,1709004320122601985,-0.2371967654986519
sell,0.2371967654986519,0.001,ok,457,1.88159134 ETH,1709004326565052928,1709004326565052929,0.0
buy,0.2371967654986519,5.0,ok,458,1.88299022 ETH,1709004330549641728,1709004330549641729,0.0
sell,0.0026954177898232,0.001,ok,459,1.88199022 ETH,1709004336530719232,1709004336530719233,-0.2345013477088287
buy,0.0026954177898232,5.0,ok,460,1.88338910 ETH,1709004340976681472,1709004340976681473,0.0
sell,0.0026954177898232,0.001,ok,461,1.88238910 ETH,1709004346999702016,1709004346999702017,0.0
buy,0.0026954177898232,5.0,ok,462,1.88378798 ETH,1709004395536187904,1709004395536187905,0.0
buy,0.0,5.0,ok,463,1.88518686 ETH,1709004402976883200,1709004402976883201,0.0
buy,0.0,5.0,ok,464,1.88658574 ETH,1709004406894363136,1709004406894363137,0.0
buy,0.0053908355795329,5.0,ok,465,1.88798462 ETH,1709004410887340544,1709004410887340545,0.0
buy,0.0053908355795329,5.0,ok,466,1.88938350 ETH,1709004414796431872,1709004414796431873,0.0
buy,0.0053908355795329,5.0,ok,467,1.89078238 ETH,1709004419242394112,1709004419242394113,0.0
buy,0.0053908355795329,5.0,ok,468,1.89218126 ETH,1709004423218594304,1709004423218594305,0.0
buy,0.1590296495957091,5.0,ok,469,1.89358014 ETH,1709004427723276800,1709004427723276801,0.0
buy,0.307277628032466,5.0,ok,470,1.89497902 ETH,1709004431758197248,1709004431758197249,0.0
buy,0.1590296495957091,5.0,ok,471,1.89637790 ETH,1709004435684065792,1709004435692454400,0.0
buy,0.1590296495957091,5.0,ok,472,1.89777678 ETH,1709004487928316416,1709004487928316417,0.0
buy,0.3045822102426427,5.0,ok,473,1.89917566 ETH,1709004495377400320,1709004495377400321,0.0
buy,0.3962264150944747,5.0,ok,474,1.90057454 ETH,1709004499370377728,1709004499370377729,0.0
buy,0.3045822102426427,5.0,ok,475,1.90197342 ETH,1709004503313023488,1709004503313023489,0.0
buy,0.3045822102426427,5.0,ok,476,1.90337230 ETH,1709004507264057856,1709004507264057857,0.0
sell,0.307277628032466,0.001,ok,477,1.90237230 ETH,1709004513245135360,1709004513245135361,0.0026954177898232956
buy,0.3045822102426427,5.0,ok,478,1.90377118 ETH,1709004517716263424,1709004517716263425,0.0
sell,0.307277628032466,0.001,ok,479,1.90277118 ETH,1709004523638620672,1709004523638620673,0.0026954177898232956
buy,0.307277628032466,5.0,ok,480,1.90417006 ETH,1709004527614820864,1709004527614820865,0.0
sell,0.5229110512129864,0.001,ok,481,1.90317006 ETH,1709004533595898368,1709004533595898369,0.21563342318052042
sell,0.5202156334232768,0.001,ok,482,1.90217006 ETH,1709004583893991936,1709004583893991937,0.21293800539081081
buy,0.5202156334232768,5.0,ok,483,1.90356894 ETH,1709004587962466816,1709004587962466817,0.0
sell,0.5202156334232768,0.001,ok,484,1.90256894 ETH,1709004594010653184,1709004594010653185,0.0
buy,0.956873315363964,5.0,ok,485,1.90396782 ETH,1709004598087516672,1709004598087516673,0.0
buy,0.962264150943497,5.0,ok,486,1.90536670 ETH,1709004602139214336,1709004602139214337,0.0
buy,0.962264150943497,5.0,ok,487,1.90676558 ETH,1709004606786503168,1709004606786503169,0.0
buy,0.962264150943497,5.0,ok,488,1.90816446 ETH,1709004610854978048,1709004610854978049,0.0
buy,0.962264150943497,5.0,ok,489,1.90956334 ETH,1709004614839566848,1709004614839566849,0.0
sell,0.962264150943497,0.001,ok,490,1.90856334 ETH,1709004620862587392,1709004620862587393,0.0
buy,0.9973045822102904,5.0,ok,491,1.90996222 ETH,1709004624989782528,1709004624989782529,0.0
sell,0.9973045822102904,0.001,ok,492,1.90896222 ETH,1709004675136881152,1709004675136881153,0.0
sell,0.9973045822102904,0.001,ok,493,1.90796222 ETH,1709004685144490496,1709004685144490497,0.0
buy,1.0,5.0,ok,494,1.90936110 ETH,1709004689070359040,1709004689070359041,0.0
sell,1.0,0.001,ok,495,1.90836110 ETH,1709004695051436544,1709004695051436545,0.0
sell,0.983827493261515,0.001,ok,496,1.90736110 ETH,1709004701040902656,1709004701040902657,-0.016172506738485026
buy,0.9865229110513384,5.0,ok,497,1.90875998 ETH,1709004705109377536,1709004705109377537,0.0
buy,0.6981132075471805,5.0,ok,498,1.91015886 ETH,1709004709052023296,1709004709052023297,0.0
buy,0.9865229110513384,5.0,ok,499,1.91155774 ETH,1709004713103720960,1709004713103720961,0.0
buy,0.9865229110513384,5.0,ok,500,1.91295662 ETH,1709004717105086976,1709004717105086977,0.0
