type,price,qty,status,operation,balance,orderId,orderLinkId,profit_loss
buy,0.4947301181731092,5.0,ok,77,0.62711031 ETH,1699613363669303808,1699613363669303809,0.0
buy,0.5110188438198691,5.0,ok,78,0.62848921 ETH,1699613367528063488,1699613367528063489,0.0
buy,0.5148514851485118,5.0,ok,79,0.62986810 ETH,1699613371411988992,1699613371411988993,0.0
sell,0.530182050463111,0.001,ok,80,0.62886810 ETH,1699613377191739904,1699613377191739905,0.015330565314599198
sell,0.5333759182369846,0.001,ok,81,0.62786810 ETH,1699613383013433856,1699613383013433857,0.018524433088472847
buy,0.5419993612264449,5.0,ok,82,0.62924700 ETH,1699613440534118912,1699613440534118913,0.0
sell,0.5531778984349955,0.001,ok,83,0.62824700 ETH,1699613449384100352,1699613449384100353,0.011178537208550665
sell,0.5902267646119554,0.001,ok,84,0.62724700 ETH,1699613454962524672,1699613454962524673,0.04822740338551057
sell,0.6007665282657371,0.001,ok,85,0.62624700 ETH,1699613460608057856,1699613460608057857,0.05876716703929219
sell,0.6557010539763581,0.001,ok,86,0.62524700 ETH,1699613466194870784,1699613466194870785,0.11370169274991326
sell,0.6997764292558344,0.001,ok,87,0.62424700 ETH,1699613471815238144,1699613471815238145,0.1577770680293895
buy,0.7186202491216847,5.0,ok,88,0.62562590 ETH,1699613475564945920,1699613475564945921,0.0
sell,0.7464068987543868,0.001,ok,89,0.62462590 ETH,1699613481168536064,1699613481168536065,0.027786649632702165
sell,0.7636537847333074,0.001,ok,90,0.62362590 ETH,1699613486805680640,1699613486805680641,0.04503353561162271
sell,0.7655701053976287,0.001,ok,91,0.62262590 ETH,1699613492400882176,1699613492400882177,0.04694985627594406
sell,0.9045033535611537,0.001,ok,92,0.62162590 ETH,1699613546817782272,1699613546826170880,0.1858831044394691
sell,0.9175982114340542,0.001,ok,93,0.62062590 ETH,1699613552496869888,1699613552496869889,0.19897796231236953
sell,0.9175982114340542,0.001,ok,94,0.61962590 ETH,1699613558234677760,1699613558234677761,0.19897796231236953
sell,0.9418716065154911,0.001,ok,95,0.61862590 ETH,1699613563930542592,1699613563930542593,0.22325135739380642
buy,0.9530501437240417,5.0,ok,96,0.62000479 ETH,1699613567697027584,1699613567697027585,0.0
buy,0.9645480677099982,5.0,ok,97,0.62138369 ETH,1699613571522232832,1699613571522232833,0.0
buy,0.9817949536889188,5.0,ok,98,0.62276258 ETH,1699613575305495040,1699613575305495041,0.0
buy,0.9817949536889188,5.0,ok,99,0.62414148 ETH,1699613579071980032,1699613579071980033,0.0
sell,1.0,0.001,ok,100,0.62314148 ETH,1699613584818176512,1699613584818176513,0.01820504631108122
